story_id,tweet_count,retweet_count,reply_count,total_engagement
story_reviews_00814,28,8,0,36
story_reviews_00815,477,80,6,563
story_reviews_00816,121,44,0,165
story_reviews_00817,244,3,2,249
story_reviews_00818,492,26,1,519
story_reviews_00819,79,5,0,84
story_reviews_00820,19,1,0,20
story_reviews_00821,33,4,0,37
story_reviews_00822,106,14,7,127
story_reviews_00823,22,1,0,23
story_reviews_00824,86,9,1,96
story_reviews_00825,499,110,25,634
story_reviews_00826,169,8,2,179
story_reviews_00827,124,21,2,147
story_reviews_00828,137,14,1,152
story_reviews_00829,728,50,24,802
story_reviews_00830,368,80,112,560
story_reviews_00831,284,37,12,333
story_reviews_00832,751,68,2,821
story_reviews_00833,247,66,2,315
story_reviews_00834,19,14,2,35
story_reviews_00835,14,7,0,21
story_reviews_00836,59,6,0,65
story_reviews_00837,130,3,0,133
story_reviews_00838,129,3,5,137
story_reviews_00839,148,10,0,158
story_reviews_00840,398,116,17,531
story_reviews_00841,85,19,2,106
story_reviews_00842,76,2,0,78
story_reviews_00843,140,69,29,238
story_reviews_00844,201,10,2,213
story_reviews_00845,270,32,3,305
story_reviews_00846,35,1,0,36
story_reviews_00847,54,5,0,59
story_reviews_00848,412,42,0,454
story_reviews_00849,161,12,0,173
story_reviews_00850,135,6,0,141
story_reviews_00851,976,195,5,1176
story_reviews_00852,1091,160,2,1253
story_reviews_00853,128,4,0,132
story_reviews_00854,1112,15,0,1127
story_reviews_00855,25,0,0,25
story_reviews_00856,104,16,0,120
story_reviews_00857,389,81,12,482
story_reviews_00858,203,6,0,209
story_reviews_00859,237,26,0,263
story_reviews_00860,109,10,0,119
story_reviews_00861,127,15,2,144
story_reviews_00862,183,8,0,191
story_reviews_00863,80,7,0,87
story_reviews_00864,85,110,0,195
story_reviews_00865,166,3,0,169
story_reviews_00866,233,6,0,239
story_reviews_00867,204,6,2,212
story_reviews_00868,42,8,0,50
story_reviews_00869,54,10,0,64
story_reviews_00870,397,21,0,418
story_reviews_00871,198,66,0,264
story_reviews_00872,524,153,6,683
story_reviews_00873,63,7,0,70
story_reviews_00874,355,63,1,419
story_reviews_00875,225,8,0,233
story_reviews_00876,101,6,0,107
story_reviews_00877,79,14,0,93
story_reviews_00878,75,1,0,76
story_reviews_00879,79,32,0,111
story_reviews_00880,221,11,0,232
story_reviews_00881,9,1,0,10
story_reviews_00882,402,10,2,414
story_reviews_00883,171,16,0,187
story_reviews_00884,293,9,0,302
story_reviews_00885,10,0,0,10
story_reviews_00886,102,6,0,108
story_reviews_00887,226,10,1,237
story_reviews_00888,223,6,0,229
story_reviews_00889,287,67,0,354
story_reviews_00890,39,2,0,41
story_reviews_00891,16,2,0,18
story_reviews_00892,54,19,0,73
story_reviews_00893,1025,60,1,1086
story_reviews_00894,385,9,0,394
story_reviews_00895,72,8,0,80
story_reviews_00896,82,0,0,82
story_reviews_00897,63,0,0,63
story_reviews_00898,136,2,0,138
story_reviews_00899,59,67,3,129
story_reviews_00900,151,10,0,161
story_reviews_00901,220,18,0,238
story_reviews_00902,186,51,0,237
story_reviews_00903,132,14,0,146
story_reviews_00904,211,7,0,218
story_reviews_00905,424,34,0,458
story_reviews_00906,92,14,0,106
story_reviews_00907,348,50,0,398
story_reviews_00908,275,36,0,311
story_reviews_00909,37,6,0,43
story_reviews_00910,90,8,0,98
story_reviews_00911,182,21,0,203
story_reviews_00912,496,11,0,507
story_reviews_00913,28,2,0,30
story_reviews_00914,158,39,1,198
story_reviews_00915,204,54,2,260
story_reviews_00916,223,7,0,230
story_reviews_00917,19,0,0,19
story_reviews_00918,64,5,0,69
story_reviews_00919,1018,23,0,1041
story_reviews_00920,114,3,0,117
story_reviews_00921,459,151,28,638
story_reviews_00922,40,13,0,53
story_reviews_00923,181,3,0,184
story_reviews_00924,33,4,0,37
story_reviews_00925,130,9,0,139
story_reviews_00926,115,3,0,118
story_reviews_00927,16,3,0,19
story_reviews_00928,515,4,0,519
story_reviews_00929,97,1,0,98
story_reviews_00930,112,6,0,118
story_reviews_00931,1553,782,43,2378
story_reviews_00932,154,9,0,163
story_reviews_00933,64,7,0,71
story_reviews_00934,216,7,0,223
story_reviews_00935,23,1,0,24
story_reviews_00936,640,35,0,675
story_reviews_00937,423,53,0,476
story_reviews_00938,148,5,0,153
story_reviews_00939,367,29,5,401
story_reviews_00940,61,2,0,63
story_reviews_00941,173,7,2,182
story_reviews_00942,170,7,0,177
story_reviews_00943,595,4,0,599
story_reviews_00944,433,114,0,547
story_reviews_00945,102,3,0,105
story_reviews_00946,95,19,0,114
story_reviews_00947,604,12,0,616
story_reviews_00948,387,14,0,401
story_reviews_00949,121,29,1,151
story_reviews_00950,216,16,0,232
story_reviews_00951,129,14,0,143
story_reviews_00952,361,16,0,377
story_reviews_00953,188,11,0,199
story_reviews_00954,331,7,0,338
story_reviews_00955,337,41,0,378
story_reviews_00956,134,3,0,137
story_reviews_00957,75,10,0,85
story_reviews_00958,93,7,1,101
story_reviews_00959,132,16,0,148
story_reviews_00960,146,57,0,203
story_reviews_00961,91,18,0,109
story_reviews_00962,111,1,0,112
story_reviews_00963,103,2,0,105
story_reviews_00964,320,2,0,322
story_reviews_00965,155,3,0,158
story_reviews_00966,158,4,2,164
story_reviews_00967,24,1,0,25
story_reviews_00968,65,2,0,67
story_reviews_00969,153,11,0,164
story_reviews_00970,119,3,0,122
story_reviews_00971,62,0,0,62
story_reviews_00972,27,3,0,30
story_reviews_00973,136,4,0,140
story_reviews_00974,217,25,2,244
story_reviews_00975,28,0,0,28
story_reviews_00976,762,49,0,811
story_reviews_00977,39,9,0,48
story_reviews_00978,203,6,0,209
story_reviews_00979,78,1,0,79
story_reviews_00980,173,1,0,174
story_reviews_00981,116,5,0,121
story_reviews_00982,166,8,0,174
story_reviews_00983,573,95,0,668
story_reviews_00984,316,32,0,348
story_reviews_00985,179,10,1,190
story_reviews_00986,83,9,0,92
story_reviews_00987,346,11,0,357
story_reviews_00988,52,1,0,53
story_reviews_00989,307,11,0,318
story_reviews_00990,26,1,0,27
story_reviews_00991,62,14,0,76
story_reviews_00992,98,4,0,102
story_reviews_00993,51,8,0,59
story_reviews_00994,276,8,0,284
story_reviews_00995,187,10,0,197
story_reviews_00996,484,200,0,684
story_reviews_00997,704,131,1,836
story_reviews_00998,2,0,0,2
story_reviews_00999,104,6,0,110
story_reviews_01000,404,14,0,418
story_reviews_01001,187,28,0,215
story_reviews_01002,82,22,0,104
story_reviews_01003,139,3,0,142
story_reviews_01004,65,23,0,88
story_reviews_01005,138,1,0,139
story_reviews_01006,232,30,0,262
story_reviews_01007,1087,3,0,1090
story_reviews_01008,722,33,1,756
story_reviews_01009,296,35,0,331
story_reviews_01010,361,26,0,387
story_reviews_01011,107,3,0,110
story_reviews_01012,293,33,0,326
story_reviews_01013,566,162,0,728
story_reviews_01014,305,32,0,337
story_reviews_01015,38,2,0,40
story_reviews_01016,128,5,0,133
story_reviews_01017,522,23,0,545
story_reviews_01018,48,1,0,49
story_reviews_01019,895,1701,193,2789
story_reviews_01020,176,5,0,181
story_reviews_01021,275,15,0,290
story_reviews_01022,170,12,0,182
story_reviews_01023,5278,4039,853,10170
story_reviews_01024,432,42,0,474
story_reviews_01025,33,1,0,34
story_reviews_01026,359,51,0,410
story_reviews_01027,224,23,0,247
story_reviews_01028,624,119,14,757
story_reviews_01029,324,30,11,365
story_reviews_01030,107,12,2,121
story_reviews_01031,44,32,0,76
story_reviews_01032,183,17,0,200
story_reviews_01033,224,25,2,251
story_reviews_01034,80,11,0,91
story_reviews_01035,172,7,0,179
story_reviews_01036,249,8,0,257
story_reviews_01037,82,0,0,82
story_reviews_01038,339,34,0,373
story_reviews_01039,350,60,0,410
story_reviews_01040,91,13,0,104
story_reviews_01041,129,16,0,145
story_reviews_01042,109,8,0,117
story_reviews_01043,34,1,0,35
story_reviews_01044,134,7,0,141
story_reviews_01045,44,0,0,44
story_reviews_01046,66,13,0,79
story_reviews_01047,7,0,0,7
story_reviews_01048,12,3,0,15
story_reviews_01049,140,7,0,147
story_reviews_01050,53,11,0,64
story_reviews_01051,178,11,0,189
story_reviews_01052,215,12,0,227
story_reviews_01053,25,0,0,25
story_reviews_01054,187,7,0,194
story_reviews_01055,3,3,0,6
story_reviews_01056,82,10,0,92
story_reviews_01057,594,19,0,613
story_reviews_01058,258,51,0,309
story_reviews_01059,329,46,0,375
story_reviews_01060,362,45,0,407
story_reviews_01061,633,123,0,756
story_reviews_01062,87,8,0,95
story_reviews_01063,278,34,0,312
story_reviews_01064,321,19,0,340
story_reviews_01065,116,5,0,121
story_reviews_01066,146,5,0,151
story_reviews_01067,66,33,0,99
story_reviews_01068,4396,2177,1795,8368
story_reviews_01069,104,25,0,129
story_reviews_01070,18,0,0,18
story_reviews_01071,116,4,0,120
story_reviews_01072,282,13,0,295
story_reviews_01073,129,4,0,133
story_reviews_01074,240,6,0,246
story_reviews_01075,324,13,0,337
story_reviews_01076,575,32,0,607
story_reviews_01077,439,95,0,534
story_reviews_01078,264,17,0,281
story_reviews_01079,126,9,0,135
story_reviews_01081,197,54,4,255
story_reviews_01082,151,6,0,157
story_reviews_01083,111,6,0,117
story_reviews_01084,68,3,0,71
story_reviews_01085,97,4,0,101
story_reviews_01086,93,3,0,96
story_reviews_01087,201,4,0,205
story_reviews_01088,24,3,0,27
story_reviews_01089,702,64,0,766
story_reviews_01090,207,2,0,209
story_reviews_01091,135,8,1,144
story_reviews_01092,135,6,0,141
story_reviews_01093,318,16,0,334
story_reviews_01094,143,6,0,149
story_reviews_01095,125,8,0,133
story_reviews_01096,23,4,0,27
story_reviews_01097,133,6,0,139
story_reviews_01098,125,6,0,131
story_reviews_01099,77,3,0,80
story_reviews_01100,64,16,1,81
story_reviews_01101,301,11,0,312
story_reviews_01102,188,13,0,201
story_reviews_01103,137,3,0,140
story_reviews_01104,76,32,0,108
story_reviews_01105,279,71,1,351
story_reviews_01106,468,24,0,492
story_reviews_01107,125,3,0,128
story_reviews_01108,103,13,0,116
story_reviews_01109,28,1,0,29
story_reviews_01110,43,3,0,46
story_reviews_01111,23,2,0,25
story_reviews_01112,251,9,0,260
story_reviews_01113,191,5,0,196
story_reviews_01114,36,20,0,56
story_reviews_01115,79,13,0,92
story_reviews_01116,206,3,0,209
story_reviews_01117,127,75,0,202
story_reviews_01118,302,10,0,312
story_reviews_01119,62,0,0,62
story_reviews_01120,79,1,0,80
story_reviews_01121,266,52,0,318
story_reviews_01122,78,16,0,94
story_reviews_01123,135,11,0,146
story_reviews_01124,76,36,0,112
story_reviews_01125,615,27,0,642
story_reviews_01126,152,4,0,156
story_reviews_01127,1052,732,581,2365
story_reviews_01128,99,2,0,101
story_reviews_01129,160,22,5,187
story_reviews_01130,132,11,3,146
story_reviews_01131,120,5,0,125
story_reviews_01132,102,2,0,104
story_reviews_01133,173,0,0,173
story_reviews_01134,109,32,0,141
story_reviews_01135,168,1,0,169
story_reviews_01136,50,2,0,52
story_reviews_01137,69,34,1,104
story_reviews_01138,215,7,0,222
story_reviews_01139,220,16,1,237
story_reviews_01140,268,26,0,294
story_reviews_01141,15,0,0,15
story_reviews_01142,74,3,0,77
story_reviews_01143,231,94,0,325
story_reviews_01144,175,11,0,186
story_reviews_01145,118,8,0,126
story_reviews_01146,27,5,0,32
story_reviews_01147,59,2,0,61
story_reviews_01148,767,51,0,818
story_reviews_01149,1266,57,0,1323
story_reviews_01150,156,2,0,158
story_reviews_01151,152,0,0,152
story_reviews_01152,204,0,0,204
story_reviews_01153,88,17,0,105
story_reviews_01154,20,0,0,20
story_reviews_01155,295,13,0,308
story_reviews_01156,26,3,0,29
story_reviews_01157,44,11,0,55
story_reviews_01158,50,2,0,52
story_reviews_01159,65,23,44,132
story_reviews_01160,262,30,3,295
story_reviews_01161,114,15,0,129
story_reviews_01162,454,47,0,501
story_reviews_01163,178,6,0,184
story_reviews_01164,108,1,0,109
story_reviews_01165,14,6,1,21
story_reviews_01166,15,0,0,15
story_reviews_01167,101,16,0,117
story_reviews_01168,75,9,0,84
story_reviews_01169,608,267,0,875
story_reviews_01170,682,32,0,714
story_reviews_01171,266,152,139,557
story_reviews_01172,169,4,0,173
story_reviews_01173,68,5,0,73
story_reviews_01174,1023,95,3,1121
story_reviews_01175,403,6,0,409
story_reviews_01176,240,33,0,273
story_reviews_01177,1218,34,0,1252
story_reviews_01178,30,0,0,30
story_reviews_01179,406,10,0,416
story_reviews_01180,15,2,0,17
story_reviews_01181,797,51,0,848
story_reviews_01182,376,10,0,386
story_reviews_01183,279,21,0,300
story_reviews_01184,181,3,0,184
story_reviews_01185,107,43,0,150
story_reviews_01186,15,2,0,17
story_reviews_01187,61,35,0,96
story_reviews_01188,181,13,0,194
story_reviews_01189,282,10,0,292
story_reviews_01190,122,10,0,132
story_reviews_01191,13,0,0,13
story_reviews_01192,227,9,0,236
story_reviews_01193,164,3,0,167
story_reviews_01194,542,8,0,550
story_reviews_01195,867,3,0,870
story_reviews_01196,33,19,0,52
story_reviews_01197,166,5,0,171
story_reviews_01198,139,2,0,141
story_reviews_01199,117,1,0,118
story_reviews_01202,373,8,0,381
story_reviews_01203,299,5,0,304
story_reviews_01204,295,5,0,300
story_reviews_01205,44,0,0,44
story_reviews_01206,145,7,0,152
story_reviews_01207,65,13,0,78
story_reviews_01208,110,1,0,111
story_reviews_01209,790,61,0,851
story_reviews_01210,189,8,0,197
story_reviews_01211,201,2,0,203
story_reviews_01212,168,10,0,178
story_reviews_01213,82,11,0,93
story_reviews_01214,329,16,3,348
story_reviews_01215,525,17,0,542
story_reviews_01216,167,36,0,203
story_reviews_01217,502,14,0,516
story_reviews_01218,22,10,0,32
story_reviews_01219,163,2,0,165
story_reviews_01220,174,1,0,175
story_reviews_01221,108,7,0,115
story_reviews_01222,89,14,0,103
story_reviews_01223,50,3,0,53
story_reviews_01224,127,20,0,147
story_reviews_01225,60,31,0,91
story_reviews_01226,180,5,0,185
story_reviews_01227,392,10,0,402
story_reviews_01228,108,10,0,118
story_reviews_01229,691,59,0,750
story_reviews_01230,74,0,0,74
story_reviews_01231,59,1,0,60
story_reviews_01232,121,5,0,126
story_reviews_01233,132,3,0,135
story_reviews_01234,90,1,0,91
story_reviews_01235,196,10,0,206
story_reviews_01236,143,7,2,152
story_reviews_01237,133,6,0,139
story_reviews_01238,124,2,0,126
story_reviews_01239,82,32,1,115
story_reviews_01240,335,6,0,341
story_reviews_01241,18,3,0,21
story_reviews_01242,34,17,0,51
story_reviews_01243,25,0,0,25
story_reviews_01244,29,0,0,29
story_reviews_01245,1,0,0,1
story_reviews_01246,17,3,0,20
story_reviews_01247,98,0,0,98
story_reviews_01248,80,12,0,92
story_reviews_01249,127,2,0,129
story_reviews_01250,80,0,0,80
story_reviews_01251,1040,474,46,1560
story_reviews_01252,360,17,0,377
story_reviews_01253,11,0,6,17
story_reviews_01254,108,0,0,108
story_reviews_01255,13,0,0,13
story_reviews_01256,197,12,0,209
story_reviews_01257,112,57,0,169
story_reviews_01258,40,7,0,47
story_reviews_01259,86,0,0,86
story_reviews_01260,41,3,0,44
story_reviews_01261,187,1,0,188
story_reviews_01262,11,2,0,13
story_reviews_01263,270,11,0,281
story_reviews_01264,824,10,0,834
story_reviews_01265,39,7,0,46
story_reviews_01266,433,39,0,472
story_reviews_01267,127,9,0,136
story_reviews_01268,216,12,0,228
story_reviews_01269,186,6,0,192
story_reviews_01270,302,24,0,326
story_reviews_01271,105,2,0,107
story_reviews_01272,56,0,0,56
story_reviews_01273,1,0,0,1
story_reviews_01274,260,28,0,288
story_reviews_01275,186,53,160,399
story_reviews_01276,192,4,0,196
story_reviews_01277,591,101,0,692
story_reviews_01278,273,15,0,288
story_reviews_01279,100,3,0,103
story_reviews_01280,478,14,0,492
story_reviews_01281,116,2,0,118
story_reviews_01282,205,2,0,207
story_reviews_01283,104,18,0,122
story_reviews_01284,6,3,0,9
story_reviews_01285,580,30,0,610
story_reviews_01286,494,91,0,585
story_reviews_01287,171,35,0,206
story_reviews_01288,163,31,0,194
story_reviews_01289,484,27,0,511
story_reviews_01290,9,2,0,11
story_reviews_01291,429,6,0,435
story_reviews_01292,316,15,0,331
story_reviews_01293,48,2,0,50
story_reviews_01294,271,23,0,294
story_reviews_01295,12,0,0,12
story_reviews_01296,152,5,0,157
story_reviews_01297,475,16,0,491
story_reviews_01298,221,14,0,235
story_reviews_01299,30,7,0,37
story_reviews_01300,76,0,0,76
story_reviews_01301,126,1,0,127
story_reviews_01302,79,9,0,88
story_reviews_01303,278,7,0,285
story_reviews_01304,201,34,0,235
story_reviews_01306,148,5,0,153
story_reviews_01307,118,81,5,204
story_reviews_01308,292,5,0,297
story_reviews_01309,90,13,0,103
story_reviews_01310,487,9,0,496
story_reviews_01311,181,3,0,184
story_reviews_01312,13,14,1,28
story_reviews_01313,72,0,0,72
story_reviews_01314,235,24,0,259
story_reviews_01315,108,0,0,108
story_reviews_01316,24,1,0,25
story_reviews_01317,39,1,0,40
story_reviews_01318,266,5,0,271
story_reviews_01319,8,4,0,12
story_reviews_01320,119,6,0,125
story_reviews_01321,43,2,1,46
story_reviews_01322,97,4,0,101
story_reviews_01323,115,3,0,118
story_reviews_01324,64,3,0,67
story_reviews_01325,63,12,0,75
story_reviews_01326,115,20,0,135
story_reviews_01327,12,0,0,12
story_reviews_01328,368,55,0,423
story_reviews_01329,432,54,0,486
story_reviews_01330,14,12,0,26
story_reviews_01331,327,9,0,336
story_reviews_01332,173,20,0,193
story_reviews_01333,210,56,2,268
story_reviews_01334,98,1,0,99
story_reviews_01336,302,3,0,305
story_reviews_01337,201,46,0,247
story_reviews_01338,12,0,0,12
story_reviews_01339,365,47,0,412
story_reviews_01340,166,6,0,172
story_reviews_01341,184,6,0,190
story_reviews_01342,84,2,2,88
story_reviews_01343,241,45,5,291
story_reviews_01344,280,4,0,284
story_reviews_01345,291,0,0,291
story_reviews_01346,253,5,0,258
story_reviews_01347,22,3,0,25
story_reviews_01348,167,3,0,170
story_reviews_01349,137,13,0,150
story_reviews_01350,102,10,0,112
story_reviews_01351,21,0,0,21
story_reviews_01352,2,0,2,4
story_reviews_01353,76,7,0,83
story_reviews_01354,121,17,2,140
story_reviews_01355,83,5,0,88
story_reviews_01356,49,4,0,53
story_reviews_01357,199,9,0,208
story_reviews_01358,132,16,0,148
story_reviews_01359,61,16,0,77
story_reviews_01360,108,1,0,109
story_reviews_01361,340,2,0,342
story_reviews_01362,251,11,0,262
story_reviews_01363,391,14,0,405
story_reviews_01364,45,3,0,48
story_reviews_01365,154,15,0,169
story_reviews_01366,64,2,0,66
story_reviews_01367,104,4,0,108
story_reviews_01368,282,10,0,292
story_reviews_01369,619,57,2,678
story_reviews_01370,0,0,0,0
story_reviews_01371,4,0,0,4
story_reviews_01372,100,3,0,103
story_reviews_01373,81,5,0,86
story_reviews_01374,125,3,0,128
story_reviews_01375,193,19,0,212
story_reviews_01376,35,4,0,39
story_reviews_01377,819,110,53,982
story_reviews_01378,57,12,0,69
story_reviews_01379,439,1,0,440
story_reviews_01380,6,0,0,6
story_reviews_01381,219,3,0,222
story_reviews_01382,182,25,0,207
story_reviews_01383,134,5,0,139
story_reviews_01384,2,2,0,4
story_reviews_01385,104,1,0,105
story_reviews_01386,102,39,0,141
story_reviews_01387,201,26,0,227
story_reviews_01388,93,0,0,93
story_reviews_01389,189,6,0,195
story_reviews_01390,137,6,0,143
story_reviews_01391,185,1,1,187
story_reviews_01392,43,7,0,50
story_reviews_01393,58,10,0,68
story_reviews_01394,48,0,0,48
story_reviews_01395,39,0,0,39
story_reviews_01396,40,0,0,40
story_reviews_01397,173,6,0,179
story_reviews_01398,5,0,0,5
story_reviews_01399,64,4,0,68
story_reviews_01400,53,4,0,57
story_reviews_01401,115,6,0,121
story_reviews_01402,150,1,0,151
story_reviews_01403,52,3,0,55
story_reviews_01404,3,0,0,3
story_reviews_01405,867,81,5,953
story_reviews_01406,490,6,0,496
story_reviews_01407,537,11,0,548
story_reviews_01408,125,11,0,136
story_reviews_01409,54,2,0,56
story_reviews_01410,72,6,0,78
story_reviews_01411,153,14,0,167
story_reviews_01412,472,6,0,478
story_reviews_01413,63,10,0,73
story_reviews_01414,190,2,0,192
story_reviews_01415,0,0,0,0
story_reviews_01416,28,3,0,31
story_reviews_01417,80,0,0,80
story_reviews_01418,165,8,0,173
story_reviews_01419,11,0,0,11
story_reviews_01420,372,26,0,398
story_reviews_01421,326,1,0,327
story_reviews_01422,59,6,0,65
story_reviews_01423,71,1,0,72
story_reviews_01424,143,7,0,150
story_reviews_01425,114,2,0,116
story_reviews_01426,365,93,9,467
story_reviews_01427,99,4,0,103
story_reviews_01428,419,1,0,420
story_reviews_01429,229,0,0,229
story_reviews_01430,481,7,0,488
story_reviews_01431,204,6,0,210
story_reviews_01432,4,2,0,6
story_reviews_01433,269,13,0,282
story_reviews_01434,72,78,24,174
story_reviews_01435,257,4,0,261
story_reviews_01436,1638,570,41,2249
story_reviews_01437,172,16,0,188
story_reviews_01438,491,17,0,508
story_reviews_01439,385,2,0,387
story_reviews_01440,228,4,0,232
story_reviews_01441,50,9,0,59
story_reviews_01442,51,0,0,51
story_reviews_01443,28,2,0,30
story_reviews_01444,91,1,0,92
story_reviews_01445,19,1,0,20
story_reviews_01446,97,3,0,100
story_reviews_01447,51,11,0,62
story_reviews_01448,18,1,1,20
story_reviews_01449,190,16,0,206
story_reviews_01450,144,1,0,145
story_reviews_01451,137,5,0,142
story_reviews_01452,186,10,0,196
story_reviews_01453,216,3,0,219
story_reviews_01454,840,50,0,890
story_reviews_01455,434,39,9,482
story_reviews_01456,86,14,0,100
story_reviews_01459,97,4,0,101
story_reviews_01460,46,4,0,50
story_reviews_01461,57,2,0,59
story_reviews_01462,38,1,0,39
story_reviews_01463,55,10,0,65
story_reviews_01464,239,8,0,247
story_reviews_01465,0,0,0,0
story_reviews_01466,258,6,0,264
story_reviews_01467,278,2,0,280
story_reviews_01468,308,35,0,343
story_reviews_01469,188,19,0,207
story_reviews_01471,318,21,0,339
story_reviews_01472,212,18,0,230
story_reviews_01473,172,13,0,185
story_reviews_01474,212,9,0,221
story_reviews_01475,157,9,0,166
story_reviews_01476,100,17,0,117
story_reviews_01477,292,118,123,533
story_reviews_01478,87,7,0,94
story_reviews_01479,56,5,0,61
story_reviews_01480,95,4,0,99
story_reviews_01481,839,14,0,853
story_reviews_01482,20,1,0,21
story_reviews_01483,54,3,0,57
story_reviews_01484,66,0,0,66
story_reviews_01485,9,1,0,10
story_reviews_01486,20,5,0,25
story_reviews_01487,76,2,0,78
story_reviews_01488,5025,3421,1946,10392
story_reviews_01489,62,9,0,71
story_reviews_01490,460,23,0,483
story_reviews_01491,64,12,0,76
story_reviews_01492,103,0,0,103
story_reviews_01493,29,2,0,31
story_reviews_01494,754,16,0,770
story_reviews_01495,94,3,0,97
story_reviews_01496,960,4,0,964
story_reviews_01497,46,0,0,46
story_reviews_01498,190,0,0,190
story_reviews_01499,273,3,0,276
story_reviews_01500,1,0,0,1
story_reviews_01501,257,34,0,291
story_reviews_01502,181,19,0,200
story_reviews_01503,235,7,0,242
story_reviews_01504,590,3,0,593
story_reviews_01505,217,5,0,222
story_reviews_01506,52,2,0,54
story_reviews_01507,0,0,0,0
story_reviews_01508,41,6,0,47
story_reviews_01509,185,10,0,195
story_reviews_01510,782,61,7,850
story_reviews_01511,152,6,0,158
story_reviews_01512,285,8,0,293
story_reviews_01513,365,11,0,376
story_reviews_01514,193,1,0,194
story_reviews_01515,105,1,0,106
story_reviews_01516,40,3,0,43
story_reviews_01517,107,1,0,108
story_reviews_01518,535,4,0,539
story_reviews_01519,99,3,0,102
story_reviews_01520,115,1,0,116
story_reviews_01521,168,8,0,176
story_reviews_01522,396,21,0,417
story_reviews_01523,537,63,0,600
story_reviews_01524,205,8,0,213
story_reviews_01525,1018,45,1,1064
story_reviews_01526,106,6,0,112
story_reviews_01527,3372,649,42,4063
story_reviews_01528,86,9,0,95
story_reviews_01529,196,31,0,227
story_reviews_01530,12,0,0,12
story_reviews_01531,18,0,0,18
story_reviews_01532,362,13,0,375
story_reviews_01533,55,0,0,55
story_reviews_01534,343,43,0,386
story_reviews_01535,17,0,0,17
story_reviews_01536,133,1,0,134
story_reviews_01537,240,10,0,250
story_reviews_01538,15,0,0,15
story_reviews_01539,102,2,0,104
story_reviews_01540,89,3,13,105
story_reviews_01541,27,0,0,27
story_reviews_01542,8,3,0,11
story_reviews_01543,74,0,0,74
story_reviews_01544,4,0,0,4
story_reviews_01546,148,36,0,184
story_reviews_01547,12,12,0,24
story_reviews_01548,36,0,0,36
story_reviews_01549,683,1,0,684
story_reviews_01550,38,0,0,38
story_reviews_01551,96,11,0,107
story_reviews_01552,86,3,0,89
story_reviews_01553,195,1,0,196
story_reviews_01554,58,1,0,59
story_reviews_01555,130,62,50,242
story_reviews_01556,79,2,0,81
story_reviews_01557,125,6,0,131
story_reviews_01558,163,8,0,171
story_reviews_01559,216,10,0,226
story_reviews_01560,207,0,0,207
story_reviews_01561,166,6,0,172
story_reviews_01562,94,2,0,96
story_reviews_01563,54,4,0,58
story_reviews_01564,21,1,0,22
story_reviews_01565,360,0,0,360
story_reviews_01566,98,2,2,102
story_reviews_01567,156,38,43,237
story_reviews_01568,18,1,0,19
story_reviews_01569,91,8,0,99
story_reviews_01570,124,1,0,125
story_reviews_01571,237,27,0,264
story_reviews_01572,53,0,0,53
story_reviews_01573,126,4,0,130
story_reviews_01574,24,5,0,29
story_reviews_01575,213,28,0,241
story_reviews_01576,45,1,0,46
story_reviews_01577,209,20,0,229
story_reviews_01578,28,1,0,29
story_reviews_01579,24,0,0,24
story_reviews_01580,74,0,0,74
story_reviews_01581,24,0,0,24
story_reviews_01582,117,7,0,124
story_reviews_01583,299,6,0,305
story_reviews_01584,136,4,0,140
story_reviews_01585,11,0,0,11
story_reviews_01586,78,0,0,78
story_reviews_01587,24,1,0,25
story_reviews_01588,85,2,0,87
story_reviews_01589,70,0,0,70
story_reviews_01590,213,0,0,213
story_reviews_01591,290,4,0,294
story_reviews_01592,803,16,0,819
story_reviews_01593,519,6,0,525
story_reviews_01594,120,3,0,123
story_reviews_01595,103,1,0,104
story_reviews_01596,231,9,0,240
story_reviews_01597,73,3,0,76
story_reviews_01598,69,0,0,69
story_reviews_01599,38,0,0,38
story_reviews_01600,3,0,0,3
story_reviews_01601,116,3,0,119
story_reviews_01602,0,0,0,0
story_reviews_01603,93,0,0,93
story_reviews_01604,76,5,0,81
story_reviews_01605,350,2,0,352
story_reviews_01606,15,1,0,16
story_reviews_01607,36,10,0,46
story_reviews_01608,145,2,0,147
story_reviews_01609,84,3,0,87
story_reviews_01610,51,1,0,52
story_reviews_01611,396,23,0,419
story_reviews_01612,180,3,0,183
story_reviews_01613,89,4,0,93
story_reviews_01614,88,1,0,89
story_reviews_01615,67,2,0,69
story_reviews_01616,67,5,0,72
story_reviews_01617,24,0,0,24
story_reviews_01618,117,0,0,117
story_reviews_01619,95,2,0,97
story_reviews_01620,158,5,0,163
story_reviews_01621,89,1,0,90
story_reviews_01622,135,3,0,138
story_reviews_01623,1461,420,24,1905
story_reviews_01624,35,0,0,35
story_reviews_01625,43,0,0,43
story_reviews_01626,139,6,0,145
story_reviews_01627,145,3,0,148
story_reviews_01628,172,12,0,184
story_reviews_01629,58,0,0,58
story_reviews_01630,80,2,0,82
story_reviews_01631,91,4,0,95
story_reviews_01632,42,0,0,42
story_reviews_01633,130,6,0,136
story_reviews_01634,96,3,0,99
story_reviews_01635,81,1,0,82
story_reviews_01636,74,11,0,85
story_reviews_01637,99,4,0,103
story_reviews_01638,79,6,0,85
story_reviews_01639,83,11,0,94
story_reviews_01640,34,0,0,34
story_reviews_01641,213,95,10,318
