story_id,text,label,tweet_count,retweet_count,reply_count,total_engagement
story_reviews_00364,"Benefits of infrared saunas: TIME story needed to turn up the heat

Are infrared saunas healthy? The story attempts to answer the question by looking at a handful of small studies, and interviewing two people directly involved with the research.

This is a quick story looking at any potential health benefits from saunas, particularly infrared saunas.
The story attempts to address the issue by looking at a handful of small studies, and interviewing two people directly involved with the research. An outside source would have been helpful to sort through the claims and discuss what isn’t known or poorly researched–such as the benefits and harms to pregnant women, babies and children. We were also disappointed how the story used hospital-based infrared warmers for newborns as an example of why infrared saunas are safe–when the setting and equipment are vastly different.",fake,108,26,2,136
story_reviews_00365,"Washington Post story on cord blood transplants for cancer: Too many anecdotes and not enough evidence

There were too many missing pieces in the story to give readers a full picture of this area of cancer treatment.

This is a story about the use of cord blood stem cells to combat certain blood cancers like leukemia.
Stem cell research is a well-established field at this point, and there are thousands of scientific articles on various uses of cord blood, a source of stem cells. And yet none of that evidence is brought to bear in this article. We’re even a little confused as to whether the article is squarely about cord blood transplantation or also about transplants from relatives because of a foray into the latter midway through the piece.
That said, we did appreciate how it addresses the risks of the treatment throughout the piece. We also like that the article clearly states that one person’s experience is not going to be the experience for everyone — either in the difficulty of finding a donor or in responding well to cord blood transplantation.
Overall, though, there were too many missing pieces in this story to give readers a full picture of this area of cancer treatment.",fake,140,76,6,222
story_reviews_00366,"CBS story on water-based physical therapy stays in the shallow end

The story highlights several reasons why water-based therapy may be appealing, but provides no evidence to say that the outcomes mentioned are actually improved.

This story offers a general overview of the potential benefits of running or walking underwater, either using a specially-designed underwater treadmill or in a pool. The story notes that this reduces stress on a patient’s joints, and refers to a relatively recent study showing possible cardiovascular benefits for stroke patients.
The story highlights several reasons why water-based therapy may be appealing (leading to “health experts gushing” over it), but provides no evidence to show that people get better using this therapy, or that it works better than standard physical therapy.  And that’s important to discuss, considering the presumed higher price tag and lack of availability compared to standard PT–though the story doesn’t discuss these points, either.",fake,108,51,6,165
story_reviews_00367,"HealthDay does a good job reporting on study of long-term weight loss after bariatric surgery

This quick story on a new study looking at long-term prospects for keeping weight off after bariatric surgery touched on most key points readers would be curious about.

Bariatric surgeries have been identified as perhaps the most successful means for people who are morbidly obese to lose weight, and use of these procedures is increasing, according to the American Society for Metabolic and Bariatric Surgery. Information about whether the weight-loss results last, and for how long, is a useful addition to the growing medical literature on these surgeries.
The study described here by HealthDay speaks directly to the issue in a couple of well-designed analyses, and the story does a good job of explaining both the methods and the results. Missing from an otherwise good narrative is information about the risks of these procedures, as well as their costs and overall availability to the general public.",real,230,10,1,241
story_reviews_00368,"Unlike many other news sites, NPR resists overstating results of Alzheimer’s study

This story smartly explains that we don’t know yet if amyloid reduction equals reduced risk of disease.

This NPR story discusses early studies on an experimental amyloid-reducing drug that researchers hope may prevent Alzheimer’s disease. It does a good job of balancing the promise of the drug with realistic assessments about the early stage of the research and the fact that there are potential downsides to this treatment.
Importantly, and in contrast to many stories we’ve seen that report on experimental Alzheimer’s drugs, the story doesn’t equate amyloid reduction with reduced risk of disease. It acknowledges that we don’t know whether amyloid is actually the cause of the Alzheimer’s or a by-product of some process that begins elsewhere. That’s important context. Still, the story would’ve been better with a more precise description of the benefits seen in early studies and with perspective from a truly independent source. It also should have explained why some of these same results, reported last year, were generally greeted with disappointment.
That being said, we were glad to see that this story avoided the hype that so many other outlets chose to stoke with headlines like these:",fake,648,345,16,1009
story_reviews_00369,"Hormone replacement for menopause: Times’s attempt to clarify may confuse further

When clinical research is mentioned in this blog post, no specifics are given on the measured benefits or harms.

In this New York Times’ Well blog post, the gist of the text is supporting the idea that old fears about the health risks of hormone replacement therapy for women have been rethought and new conclusions should reassure the public about its safe use–especially in short-term (fewer than 5 years) relief of menopausal systems.
The post mentions that HRT has been used in two ways: to treat menopause symptoms, and to prevent chronic disease. But the information is relayed in a somewhat confusing, incomplete way. For example, there was no discussion of where the U.S. Preventive Services Task Force falls on the idea of using HRT to prevent chronic disease. (They recommend against it.) When clinical research is mentioned, no specifics are given on the measured benefits or harms.",fake,367,46,8,421
story_reviews_00370,"Well-written, Newsweek’s look at blood tests for mental illnesses needed more hard data

Well written, well researched piece could have done more to explain the status of the evidence around biomarkers for mental health disorders.

This is a story looking at the possibilities for developing lab tests for mental illness diagnoses, primarily schizophrenia and bipolar disorder.
The story covers a wide array of information, and that’s not a simple task given the topic. Synthesizing years of research can be tough, and we don’t envy the challenge.
However, the story needed a more thorough examination of the quality of the evidence for the various research studies that are mentioned, a better quantification of the benefits that are mentioned, some mention of the risks involved in widespread screening for mental disorders, and a sense of the costs that would be involved.",fake,90,75,14,179
story_reviews_00371,"Bloomberg’s story on virtual reality for pain control was a little too rosy

This story did a lot of things right, but it didn’t go deep enough into a discussion of what research has found so far about the treatment.

The story focuses on the potential use of virtual reality (VR) headsets as clinical tools for helping patients deal with pain by distracting them. The impetus for the story appears to be the fact that the field of VR technology is experiencing rapid growth, which is making VR equipment less expensive.
While the story makes clear that a lot of research needs to be done on VR as a tool for addressing pain, it does mention multiple studies that have already been completed — but it doesn’t offer much information about what those studies found.
It also could have shown more caution about the claims made. For example, the story cites unnamed “proponents of virtual reality” as saying that VR “can be an effective treatment” for Alzheimer’s disease, arachnophobia and depression, but that’s left unexplained.
It also said “the price of a headset and software is tiny compared to the expense of keeping a patient in the hospital for an extra day.” However, there’s no indication that use of a VR headset will reduce extra hospital stays, so we’re not sure why those two things are being compared without at least some explanation that this is a purely hypothetical economic side-benefit.",real,1280,826,59,2165
story_reviews_00372,"Powerful patient video anecdote in STAT’s story overshadows realities of new treatment for essential tremor

It’s hard to think about the potential negative consequences of this treatment after watching a woman’s remarkable recovery in the accompanying video.

This story describes a recently FDA-approved device to treat essential tremor in patients who have not responded to medication. The ExAblate Neuro, made by Dallas-based InSightec, uses magnetic resonance images taken during the procedure to deliver focused ultrasound that destroys tissue in the thalamus, the part of the brain where tremors are believed to originate.
Results of a randomized clinical trial on the device’s safety and efficacy were published this month in the New England Journal of Medicine. The story and accompanying video (seen at right) vividly illustrate rapid symptom improvements, highlighting a 72-year-old woman who says the procedure changed her life by allowing her to “eat like a normal person” and easily perform basic tasks such as signing her name and folding a scarf.
This powerful patient anecdote throws the balance off: Imagine how different the story would seem if the video instead showed a patient who had improved, but also was affected by one of the serious adverse effects caused by the treatment.
Also, the story needed specific numbers on the measured benefits and harms, along with a discussion of costs and alternative treatment options.
Note: We also reviewed the news release that was issued to journalists about this study.",real,35,10,0,45
story_reviews_00373,"Breast density and mammograms: LA Times story leans hard on news release

Outside commentary would have made this story much stronger.

This news story reports on a study, described in the Annals of Internal Medicine, that was designed to clarify the role of breast tissue density in calculating the risk of breast cancer mortality, and thus help physicians and women over 50 make better informed choices about how frequently to have mammograms.
The story overall does a fair job of summarizing the main points about the study’s conclusions, and about the ongoing confusion, contradictions, and controversy surrounding best practices for “breast screening intervals.” It could have been clearer at the outset that the key conclusions related to triennial screening should apply solely to women over 50 at average or low risk of breast cancer. It could also have done a better job of bringing in outside commentary and interpretation from those not directly involved in the study, noting the weaknesses of “modeling” systems in general, and offering more detail about the potential physical and psychological harms unnecessary biopsies and treatments.
Most worrisome, though, was that the news story used direct passages from the news release, without attribution. This, paired with the lack of outside commentary, is not what we consider rigorous journalism.",fake,130,88,15,233
story_reviews_00374,"A pat on the back to Vox for excellent reporting on melatonin

This in-depth, well-research story hit all the right notes.

The story offers a broad overview of the hormone melatonin and its use as a supplement to help people get more, or better, sleep. The story looks at a number of meta-analyses of melatonin-sleep research studies, acknowledges the difficulties in assessing the literature, and provides an evenhanded perspective on the potential benefits and limitations of melatonin use to address sleep problems. It took careful assessments of benefits, harms and alternatives. Well done.",real,212,127,35,374
story_reviews_00375,"Medicating kids with ADHD keeps them safer? Not so fast, Wall Street Journal

Readers aren’t given enough evidence for such a big claim to be made.

This article reports on new findings that link medicating kids with ADHD to “safer” behaviors as they get older.
The story clearly takes the viewpoint that this is the case, and yet we aren’t given enough evidence from the study itself–or other studies alluded to–to make this assessment for ourselves. Instead, we’re given partial “truth-isms” like this statement, which doesn’t really paint the full picture: “Accidents are the most common cause of death in individuals with ADHD.”
What’s missing? That’s also true for kids who don’t have ADHD, with “unintentional injury” being the top cause of death among all U.S. kids–and young adults, too.
If it were clear that this was an opinion piece designed to advance an argument, we’d be more forgiving of these shortcomings. But we found the piece in the general health section of the website (not with the opinion columns), and the headline reads like a straight news story. Readers may be confused — as we were — as to whether this is objective, balanced news or just a columnist’s attempt to persuade.",fake,58,42,15,115
story_reviews_00376,"HealthDay story misleads by making osteoporosis study sound like it compared two drugs

Here’s a case where the primary endpoints should have been closely paid attention to when reporting on the findings.

The story reports on research published in the Journal of the American Medical Association studying an experimental drug known as abaloparatide and its ability to prevent a new vertebral fracture in postmenopausal women with osteoporosis.
A standout positive for this story is its choice to report the absolute risk, rather than relative risk, of fracture due to low bone density (see Disease Mongering criterion below). Read more on why this matters.
But, there are a few problems concerning the subtleties of the study design. Specifically, the research study was not powered to detect significant differences between abaloparatide and its currently-available competitor, Forteo (teriparatide). Thus, any juxtaposition of quantitative figures comparing the efficacy of the two drugs must be presented with important caveats, which we didn’t see emphasized enough in the news story.
Instead, the story leads with a claim that abaloparatide reduces fracture risk “better” than the competing drug–something the study wasn’t designed to address and which is misleading.
We’d note that a JAMA news release about the study, which we also reviewed, largely sidesteps this issue by avoiding any statements that directly compare the two drugs. But could the release have helped reporters out here by making a clear, unambiguous statement regarding the purpose of the study and its limitations? The researchers include such a statement in the text of the research article itself (see below under the “Evidence” criterion), and in hindsight it seems that the news release would have done well to emphasize this key nuance.
Another way journalists can avoid this problem? Emphasize the findings related to the study’s primary endpoints, and always read the study’s discussion and limitations sections to find important caveats. Accompanying editorials also often have illuminating points to make, too.",real,167,11,1,179
story_reviews_00377,"When worms are the clickbait: NPR story confuses more than informs

We wondered: What was the point of the story?

Hookworms on intestines. Credit: CDC
This story ran as part of a series entitled “Worm Week.” The headline poses the question: “Could Worms in Your Gut Cure Your Allergies?” Or for that matter, could they cure other autoimmune diseases such as asthma, ulcerative colitis and Crohn’s disease?
We have problems with headlines like this one and offer tips on how they can be improved.
The story states that “the worms do something amazing: They suppress the immune system.” And it explains that based on this, there’s a hypothesis that the worms also might work for specific autoimmune diseases.
But then we learn, actually no, they don’t seem to work based on disappointing clinical evidence. So, what about that hypothesis, then? The story doesn’t return to that, instead it just implies that there was something wrong with the research, not the hypothesis. And it never tells us some important facts about using worms in this way, such as that they’re illegal to use therapeutically in the U.S., and that if they are used, they carry very serious risks.
This left us wondering: What was the point of the story? As it’s written, the confusing hypothesis vs evidence set-up is more bewildering than informative, and readers are left in the dark on some important realities of using a risky, unproven treatment.",fake,173,54,15,242
story_reviews_00378,"Guardian’s reporting on side effects of drugs for bipolar disorder hits many key points

Just more discussion around costs and the quality of the evidence was needed.

This story is about a study on the frequency of different side effects of four drugs used in the treatment of bipolar disorders. The researchers conclude that lithium should be used more widely, given its lower rate of side effects.
The story notes that lithium is documented by other studies to lower the risk of suicide, something that few treatments do in people with bipolar disorders–and a significant advantage given the substantial suicide risk in this group. It also notes that some of the drug’s bad reputation likely stemmed from the higher doses used in decades past and subsequent more side effects.
All in all, the story hit many of the important points in explaining the findings, though we wanted to see some discussion on the limitations of this kind of research, as well as costs of the drugs.",real,145,180,82,407
story_reviews_00379,"‘Alzheimer’s disease can be fully cured:’ Medical Daily story is a forehead-slapper

Story framing takes mice evidence too far into “cure” territory.

This is a story about a potential new treatment for Alzheimer’s disease–although the story sensationalizes mouse research to a degree we don’t see often at HealthNewsReview.org.
These errors seem to stem from an over-reliance on a news release and a lack of critical thinking about the qualify of the evidence from a University of Manchester study. The story could lead readers to think that a cure for Alzheimer’s is imminent, saying in the first sentence, “Alzheimer’s disease, the most common form of dementia, can be fully cured with an anti-inflammatory drug commonly used for period pain.”
The facts show that the truth is far from what is described. The research was highly experimental, only a proof-of concept, and performed on a tiny number of genetically altered mice.",fake,24,11,0,35
story_reviews_00380,"NBC says Zika vaccine trial has ‘striking results’ but it hasn’t even been tested in people yet

More perspective on how many steps are required to go from animal studies to FDA approval would have helped here.

This is a story about several vaccines in development for the mosquito-transmitted Zika virus.
An unfortunate headline notes “striking” results from “early Zika vaccine trial,” suggesting a human clinical trial of this particular vaccine had already begun, when in fact the reference is to a pre-clinical trial in monkeys.
But the news story is more balanced with a good summary of another vaccine–being developed at the National Institute of Health–that has just begun testing in humans. However, the story should have included an independent vaccine expert to provide perspective on the long development road ahead for any of these vaccines.",fake,190,112,22,324
story_reviews_00381,"In just a few short paragraphs, Reuters story covers a lot of ground on asthma pill

The story does an admirable job of describing how this pill fits into a climate of innovation in asthma treatment, but would have benefitted from independent perspective.

This brief story is one of two we’re reviewing this week about a clinical trial for fevipiprant, an asthma pill under development by Novartis Pharmaceuticals.
The piece refrains from the puffery of a similar story in Medical Daily which we also reviewed. In particular, its headline keeps reader expectations in check by stating the pill shows promise in a “small trial.” The story itself does an admirable job of describing how this pill fits into a climate of innovation in asthma treatment.
Still, it should have addressed the potential cost of this pill and garnered quotes from experts who are not involved in the study.",real,469,90,4,563
story_reviews_00382,"‘Game changer’ finds it way into poorly reported story on asthma pill still in development

This story offers readers no information beyond the contents of a news release.

This story is one of two we’re reviewing that describes a clinical trial for fevipiprant, an asthma pill under development by Novartis Pharmaceuticals. The other review covers a story in Reuters.
This story offers readers no information beyond the contents of a news release from the University of Leicester (England), where the trial was performed. It reports a researcher’s sensationalistic claim that the pill may be a “game changer” without comment from an independent source. (We also reviewed the news release.)
While the Reuters story and its headline maintain a measured tone, this headline hyping a “new asthma pill” that makes a “huge difference” may leave the impression that the drug is close to being available when in fact it’s years from potential approval. In sum, asthma sufferers should not plan to chuck out their inhalers any time soon.",fake,24,15,0,39
story_reviews_00383,"Excellent job by FiveThirtyEight on why at-home colon cancer tests are a good screening option

This write-up provided an excellent assessment of the at-home screening options for colon cancer, and why they’re a safe alternative to colonoscopy.

This story points out that, based on available data, two at-home screening tests appear to be equally effective compared to the more traditional, and more invasive, sigmoidoscopy and colonoscopy.
We have only minor quibbles with the story–overall, it provided an excellent assessment of the at-home test options, particularly the fecal immunochemical test. However, for any story about screening methods, particularly blood tests, we think it’s important to include the risks of false-positive and false-negative results, which carry harm. The story didn’t go there.",real,147,185,99,431
story_reviews_00384,"Fish oil after a heart attack: TIME misses the mark by leaving out harms, study limitations

The study results are intriguing, but also come with important limitations, such as a high drop-out rate that could have skewed the findings.

In a randomized controlled trial studying fish oil versus placebo, a very modest improvement in heart health markers was observed in people prescribed fish oil. This TIME article demonstrates a good understanding of the study’s novelty, which appears to be among the first to look at potential benefits of fish oil in patients who have just had a heart attack.
However, the story missed the mark in several ways: It didn’t mention the potential harms of taking fish oil if you’re a post-heart attack patient, nor did it discuss costs of the intervention. The only person quoted is the lead researcher of the study–an independent source was needed. Lastly, several limitations of the study are not discussed, including that many patients did not return for post-treatment follow-up.",fake,331,71,10,412
story_reviews_00385,"Washington Post story on PTSD treatment ignores evidence in favor of detailed patient anecdote

This story leans hard on a single patient’s story, and avoids discussion of what the evidence shows to support this treatment for PSTD.

Reducing symptoms of PTSD can be challenging. This story reflects on the journey of a young woman who finds relief in a strategy called eye movement and desensitization and reprocessing therapy (EMDR), which, according to the EMDR Institute, asks a client to reflect on “emotionally disturbing material in brief sequential doses while simultaneously focusing on an external stimulus”; in many cases, that external stimulus is some type of repetitive eye movement. Proponents of the therapy argue that it relieves emotional distress and reduces physiological reactions to traumatic memories.
The story does offer cautionary information from a psychologist who does not employ the strategy, and who questions the superiority of the technique over other established strategies. However, the overwhelming message of this vivid anecdotal account is that EMDR can help.
The story notes that the patient is indifferent to issues of evidence; “what mattered is whether it [EMDR] worked for her.” While that may be the case, urging readers to be similarly indifferent is a problem. The cautionary addition to the headline—“But does it work?—was a good signal but received too little attention in the text.",fake,55,27,2,84
story_reviews_00386,"Can exercise ‘undo’ sedentary harms? AP story makes observational data sound definitive

The research at hand couldn’t prove one way or another if exercise can counteract sitting all day–and the story should have made that clearer.

This story reports on a large meta-analysis of observational studies looking at the association between sedentary behavior (sitting and TV-watching), exercise, and risk of dying prematurely.
Its main take-home message is “it takes about 60 to 75 minutes of ‘moderate intensity’ exercise to undo the damage of sitting for at least eight hours a day.” Although that’s a faithful account of how the study researchers frame their results, we think it’s likely to leave readers with a misleading impression.
Despite what the researchers may claim, this type of study can’t prove that exercise can “undo the damage of sitting” — all it can do is show associations between these behaviors and risk of death. There are many factors, other than exercise and sedentary behavior, that affect one’s risk of death (e.g. diet, illnesses, socioeconomic factors), and the story didn’t explain that researchers can’t account for all of those factors in a study like this. Suggesting that exercise “reverses” the damage of sitting implies a certainty to the study’s conclusions that simply doesn’t exist.",fake,594,106,15,715
story_reviews_00387,"Allergy-fighting toothpaste? Yet another single-source Fox News story that reads like sponsored content

The hallmarks of good health journalism are almost totally absent from this promotional-sounding Fox News story.

This story touts a new product, a toothpaste laced with extracts of allergens, as an alternative to existing allergy treatments using injections or drops.  It discusses a tiny clinical trial comparing the toothpaste to drops in a minuscule number of volunteers.  The only “results” it offers are the claims of the inventor and anecdotes from one participant.  It omits the fact that the main researcher has a financial stake in the company supporting the trial. Like a long line of previous stories we’ve reviewed from Fox News, this story is supposed to be a piece of journalism but it reads like a paid advertisement.",fake,78,6,0,84
story_reviews_00388,"Leaning heavily on news release, story on anxiety therapy for children lacks crucial context

This story about an uncontrolled, 9-person study lacked critical details about the therapy described and the research that tested it.

The story addresses the use of mindfulness-based cognitive therapy as a means of treating anxiety disorders in children, focusing on a recent study of nine children who had been diagnosed with an anxiety disorder and who had a parent with bipolar disorder. The story reports that the study found cognitive therapy was effective at reducing anxiety in study participants. The story does a good job of highlighting that these findings are preliminary, and that additional research is needed to determine how effective cognitive therapy may be as a treatment option for the general population. However, the story does not discuss the extent of the therapy’s benefits in this study, the availability and cost of such cognitive therapy for children, or whether the study participants were also being treated with medications while undergoing cognitive therapy. The story also appears to draw heavily on a news release, and does not incorporate input from independent experts.",fake,297,264,14,575
story_reviews_00389,"More backstory needed on study of ‘brain training’ benefits for dementia

This is a re-analysis of data from a study that wasn’t powered to detect dementia outcomes. The findings should be interpreted more cautiously than the headline suggests.

A preliminary analysis of a 10-year study suggests computer-based cognitive-training software, also known as “brain games,” may lower the risk of dementia among healthy adults. The article exhibits some skepticism as it points out these findings have yet to undergo rigorous peer review. And there’s useful context, including discussion of a previous analysis done on the same dataset which revealed a much less rosy picture. The story also delves into the relationships between past and current investigators, and the company Posit Science which owns BrainHQ.com.
The article would be more complete if a clarification was included on how dementia risk was assessed. The story should also have mentioned — as a competing piece from MedPageToday points out — that the 10-year study wasn’t powered to detect dementia outcomes. In fact, the new secondary analysis presented here could be viewed as an attempt to salvage the 10-year study and show a benefit that wasn’t evident in the primary analysis. This is the drawback of a data mining approach to making statistical inference; if you look hard enough, you will always find something.",fake,419,91,1,511
story_reviews_00390,"Fitbit and fertility: Not enough caution or context on 5-woman study

While the story mentions the small sample size, it doesn’t stress that a study involving only five people is statistically not meaningful.

The story focuses on how wearable technology — particularly the Fitbit — could help women track their ovulation cycle in order to increase the odds of becoming pregnant. The story does, briefly, address the fact that this will not help women who have other medical obstacles to becoming pregnant, but could have done more to address (even in brief) meaningful issues related to infertility. Similarly, while the story mentions the small sample size of the relevant study, it doesn’t stress that a study involving only five people is statistically not significant.",fake,152,34,7,193
story_reviews_00391,"NYT blog post on sugar’s effect on heart disease markers was a little too short and sweet

This brief blog post accurately conveys the findings of a study, but not much context is provided to help readers know what to do with the information.

Reducing sugar—but not calories—in the diets of a small group of children who have obesity led to substantial reductions in heart disease risk factors in only nine days, a new study shows. This brief New York Times Well blog post does a good job explaining these details, including the cautionary information that the study was small and of short duration.
But the cost of brevity is that it fails to offer readers the kinds of methodological and explanatory details that would have helped them judge the relatively cursory nature of the research. Instead, it encourages readers to view the study as part of a growing body of research by referring them to a longer and more detailed 2015 post about a study conducted by some of the same scientists.  Alas, a quick look at the methodological details suggests that both studies stem from the same group of child participants. It is not unusual for a single study to generate several research articles.  But one could make the argument here that holding such small studies in abeyance and waiting for the bigger picture would serve readers better. Including commentary from an independent expert also would have strengthened the post.",fake,663,377,38,1078
story_reviews_00392,"USA Today injects a vital dose of scrutiny to story on ‘dry needling’ for pain

The story is a tidy overview of the evidence — and lack of evidence — around an alternative technique for treating pain known as “dry needling.”

This is a story about an alternative therapy known as “dry needling.” It involves inserting needles into the skin, similarly to acupuncture.
The story leads with an anecdote that comes dangerously close to being a promotional advertisement for an unproven alternative therapy for pain, but that’s just the hook. The story (and the headline) is more measured, sifting through what we know and what we don’t know yet about dry needling, largely through interviews with competing trade associations.
We would have liked if the story had gone a step further and delved into the actual science behind dry needling and acupuncture more deeply, and if some of the interviews with people with vested interests had been exchanged for interviews with pain management experts who don’t have a predisposition for or against the procedure. There is enough evidence on acupuncture as a therapy to have persuaded at least some states to create medical licensure programs for its practice, and the story touches at the very end on the idea that there is a training component here that needs further exploration.
[Editor’s note: The notion that the evidence on acupuncture has persuaded states to create medical licensure programs has been contested by the Society for Science-Based Medicine in this post. They argue that evidence is not a factor in state licensing of such practitioners. We have also amended our comments under the “Independent Sources” criterion below in response to their feedback.] 
For this type of story, which is trying to truth-test some of the claims being made about a buzzed about alternative therapy, we really appreciate the question and answer format. The story calls out some of the key elements, including risks and costs, that are necessary for patients to make informed decisions.",real,204,57,5,266
story_reviews_00393,"ABC’s look at treating PTSD with virtual reality: Classic example of anecdote over evidence

One patient’s story is featured here, without many of the important attributes that make a medical intervention story informative.

This story from ABC News looks at the use of virtual reality (VR) technologies to help treat patients suffering from post-traumatic stress disorder (PTSD).
Unfortunately the information is relayed in a cursory and anecdotal way: The story includes the viewpoint of only one patient and the patient’s psychologist. The story doesn’t place the work in a broader context. For example, readers could easily assume that PTSD treatment with VR is a new phenomenon, when it has been the subject of research for almost 20 years.
Also lacking: The context of other established, effective therapies; a discussion of the availability of VR treatment options for PTSD patients; what such treatments may cost; or whether there are any potential risks associated with such treatment.",fake,337,210,20,567
story_reviews_00394,"Kudos to WSJ for giving thorough look at ‘Heimlich alternative’ devices for choking victims

While the story doesn’t fully answer the question posed by its own headline, it makes an admirable presentation that is clear and balanced, checking off all of our criteria.

This is a story that looks at two devices that purport to be alternatives to the Heimlich maneuver for choking victims.
While the story doesn’t fully answer the question posed by its own headline, it makes an admirable presentation that is clear and balanced, checking off all of our criteria. In particular, the story establishes the cost and availability of the devices and interviews several independent sources.
However, since the devices might be offered as an alternative to the Heimlich maneuver, some discussion on their ease-of-use would have been nice, but is missing from the discussion, as well as what kind of safety testing these devices do or do not have to undergo compared to other emergency medical devices.",real,197,22,14,233
story_reviews_00395,"CBS story on stem cells and root canals inflates the benefits and ignores the risks

When there are no direct clinical benefits to quantify about a possible new medical intervention, it’s a sign the research may be too preliminary for a wide audience.

This story emanates from a research award given to researchers at the University of Nottingham by the UK-based Royal Society of Chemistry to study the use of native stem cells to repair dental tissue. It says stem cells could allow patients to regrow decayed material inside their teeth: “Instead of the current dental materials used on fillings, which are toxic to cells, the new approach harnesses stem cells instead.”
The story makes clear that this idea is far from being tested on humans but strays into the realm of stem cell hype by asserting that it might someday offer “significant benefits” to millions of patients and even “put an end to root canals.” This material, according to the researchers, has been studied in cell culture and is about to be studied in rodents.
Suggesting at this point that it might offer any benefits is a stretch at best and suggesting that its use in repair of dental caries could “put an end to root canals” is absurd.  The story inflates the benefits, ignores the risks and provides no counterbalance by experts in the field.",fake,133,57,4,194
story_reviews_00396,"News release and HealthDay create perfect storm of misinformation on statins and cancer

This story was appropriately cautious in pointing out this was observational data, but it got one important thing wrong, likely stemming from a confusing news release.

This story is about a preliminary report to the European Society of Cardiology. The story asserts that UK scientists analyzed a large health information dataset and found a correlation between taking statin drugs and a reduced likelihood of dying from certain cancers.
However, the story got this correlation wrong. As the news release from the ESC states, the correlation is between “high cholesterol”–not statin use–and a reduced likelihood of dying from certain cancers. This disconnect seems to also stem from the news release, which offers up a misleading headline, and hints later that it’s probably the use of statins in individuals who have high cholesterol that creates this relationship between cholesterol levels and cancer risk. But, crucially, it offers no evidence of that, just conjecture.
Other than this major problem, the story does some things right: It wisely urges caution about the data in its opening sentence, repeats that caution several times, and tried to help readers see the difference between correlation and causation– something we hold dear here. The story used phrases like “the study found an association — but no proof — of prolonged survival” and quoted a scientist saying: “We cannot, however, recommend statins for cancer prevention without a positive clinical trial.”",fake,321,29,10,360
story_reviews_00397,"Cavity-fighting liquid for kids: Nice story, but what does the medical evidence show?

As with medical stories, it’s vital that dental stories take a look at the research/evidence for a particular intervention and discuss it with readers, and this one didn’t.

The story focuses on the use of silver diamine fluoride (SDF) to treat and prevent dental cavities, particularly in children. The story does a good job of addressing cost, discussing benefits in context, and drawing on input from a variety of independent sources.
But the article seems to be somewhat one sided, praising the therapy much more strongly than discussing the downsides of the treatment or the potential need for ongoing repeat treatment. And it sidesteps a solid discussion of what the medical evidence says about SDF.
As well, we found this headline problematic. “A cavity-fighting liquid lets kids avoid dentists’ drills.” Yes, SDF could help many kids avoid dentists’ drills for some cavities– but, due to lack of availability, a lot of kids won’t be able to use SDF, and even kids who can use SDF won’t be able to use it if they have particularly large cavities. “A cavity-fighting liquid lets some kids avoid dentists’ drills” would have been more accurate and informative.",real,732,54,10,796
story_reviews_00398,"STAT’s story on postpartum depression drug– ‘a paradigm shift’ that needed more scrutiny

The news coverage of the study findings was great for the drug company–its stock price soared–but the benefit to women remains unknown.

This is story about a small, early test of a new type of drug to treat postpartum depression.
The story is careful to note the preliminary nature of the findings and that the only source is company statements, since the study report has not been submitted for peer-review.
However, it is hard to see the health news in a tiny phase 2 study, especially when no independent sources are included in the story to help provide balance to the claims. As readers, we’re also left wondering about potential harms specific to pregnant and new mothers, such as the drug’s ability to affect a baby in utero or pass through breastmilk.
(Editor’s note: STAT has updated the story since this review was posted, and the “Read Original Story” link above will take you to the updated version, not the original version that we saw. Some of these changes address several of the Not Satisfactory ratings below. However, our ratings still stand: While updates are great, they aren’t likely to be seen by people who read the original story.)",fake,41,8,5,54
story_reviews_00399,"‘This is a game changer:’ Reuters story on new dissolvable stent borders on giddy

Unlike its AP counterpart, this story left out the fact that long-term safety and effectiveness data for this device is unknown.

Doctors often treat coronary artery disease with a procedure called angioplasty to widen clogged or narrowed arteries using a metal stent.  But those stents have been problematic for some patients, leading to blood clots and even heart attacks. The FDA has just approved medical use of a dissolvable stent manufactured by Abbott Labs, and this story heralds that decision.
The Reuters story included some details the Associated Press version did not–namely, what the stent is made of, what kind of drug is coated onto it, and what the plans are for rolling it out to hospitals.
But its almost giddy approach to the FDA announcement belies the fact that long-term safety and efficacy data are not yet in hand.  Put another way, no one yet knows if these dissolvable stents will make a practical difference in heart disease patient outcomes. The AP story makes that crucial information a centerpiece of the text and, we think, does its readers a greater service.",fake,237,11,0,248
story_reviews_00400,"AP takes pains to point out lack of long-term data for new dissolvable stent

We were pleased to see this story’s important cautions that FDA approval of a new dissolving stent comes with important unknowns.

FDA approval of a dissolvable stent sets the stage for wide use of a device that may—emphasis on the “may”—reduce complications in heart disease patients whose blocked arteries are treated with more typical metal stents.  This story offers us that news peg but quickly and decisively tells readers that information about the long-term benefits, as well as the safety, of these new stents is still missing in action.
That important warning should be of great use to heart disease patients and is nowhere to be found in a Reuters story about the FDA decision, which reads more like a celebratory press release.
That said, two things we’d have welcomed in this story: First, a frank discussion about what patients should do if they’re facing stent placement–do they typically have any choice in what kind of stent they receive? Is it reasonable to refuse this method until more data is in? And second, what is the actual material used in the stent, and is it used in other medical devices?",real,416,64,6,486
